latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
46.119195427777775,7.020577483333333,966.4327,14.00111,71,2022,-722501.037
46.119193525,7.020577713888889,966.5234,14.00139,71,2022,-722738.020
46.11919182500001,7.020578022222222,966.6205,14.00167,71,2022,-722974.963
46.11919015555557,7.020578336111111,966.7173,14.00194,71,2022,-723212.135
46.11918837777779,7.0205786194444455,966.8285,14.00222,71,2022,-723449.199
46.119186652777785,7.020578872222223,966.8758,14.00250,71,2022,-723686.672
46.11918495555555,7.020579152777777,966.9385,14.00278,71,2022,-723924.257
46.119183255555555,7.020579402777776,967.0219,14.00306,71,2022,-724161.827
46.11918169166666,7.0205796722222225,967.0576,14.00333,71,2022,-724399.495
46.119180175000004,7.020580025,967.1648,14.00361,71,2022,-724636.982
46.119178455555556,7.020580247222222,967.2395,14.00389,71,2022,-724874.497
46.11917684722222,7.020580611111112,967.337,14.00417,71,2022,-725111.914
46.119175302777776,7.0205808888888885,967.3692,14.00444,71,2022,-725349.577
46.11917380555556,7.020581166666666,967.4207,14.00472,71,2022,-725587.036
46.11917224166667,7.020581383333333,967.4483,14.00500,71,2022,-725824.427
46.11917072777778,7.020581594444445,967.5273,14.00528,71,2022,-726061.751
46.11916941944445,7.020581888888889,967.5977,14.00556,71,2022,-726298.962
46.119168091666666,7.0205822,967.6675,14.00583,71,2022,-726536.275
46.11916664444445,7.020582422222222,967.7181,14.00611,71,2022,-726773.473
46.119165325,7.020582749999999,967.7996,14.00639,71,2022,-727010.539
46.11916405,7.020582991666665,967.8359,14.00667,71,2022,-727247.824
46.119162861111114,7.020583297222221,967.8628,14.00694,71,2022,-727485.159
46.11916159722223,7.020583574999998,967.9056,14.00722,71,2022,-727722.528
46.119160325,7.020583863888888,967.9514,14.00750,71,2022,-727959.983
46.11915901388889,7.020584166666667,967.9872,14.00778,71,2022,-728197.312
46.11915773611113,7.020584472222222,968.029,14.00806,71,2022,-728434.533
46.119156455555554,7.0205847666666665,968.0771,14.00833,71,2022,-728671.749
46.119155069444446,7.020585061111112,968.1217,14.00861,71,2022,-728908.974
46.11915374722222,7.020585377777778,968.1749,14.00889,71,2022,-729146.153
46.11915239166666,7.020585566666667,968.1945,14.00917,71,2022,-729383.275
46.119151052777774,7.020585830555555,968.2366,14.00944,71,2022,-729620.489
46.11914974444444,7.020586066666666,968.2554,14.00972,71,2022,-729857.852
46.119148466666665,7.020586277777777,968.2973,14.01000,71,2022,-730095.314
46.11914715277778,7.020586486111111,968.3292,14.01028,71,2022,-730332.677
46.119145869444445,7.020586697222222,968.3563,14.01056,71,2022,-730569.928
46.11914455,7.020586880555555,968.3807,14.01083,71,2022,-730807.241
46.119143247222226,7.020587086111111,968.4147,14.01111,71,2022,-731044.494
46.11914191666667,7.020587275,968.4498,14.01139,71,2022,-731281.710
46.119140672222215,7.020587469444443,968.4669,14.01167,71,2022,-731519.052
46.1191394,7.020587663888888,968.5017,14.01194,71,2022,-731756.409
46.11913807777778,7.020587830555556,968.5275,14.01222,71,2022,-731993.861
46.119136822222224,7.0205880249999995,968.5745,14.01250,71,2022,-732231.118
46.11913551666667,7.020588177777777,968.602,14.01278,71,2022,-732468.406
46.11913420277778,7.020588319444444,968.6316,14.01306,71,2022,-732706.121
46.119132930555566,7.020588597222222,968.6688,14.01333,71,2022,-732943.442
46.11913183055555,7.020588866666666,968.6844,14.01361,71,2022,-733180.972
46.119130794444445,7.020589094444444,968.6783,14.01389,71,2022,-733418.532
46.11912968055556,7.020589322222221,968.7308,14.01417,71,2022,-733655.938
46.11912879444444,7.020589597222222,968.7431,14.01444,71,2022,-733893.304
46.119127766666665,7.020589808333333,968.7547,14.01472,71,2022,-734130.646
46.11912668888889,7.020589894444444,968.7264,14.01500,71,2022,-734368.146
46.11912553611111,7.020590055555555,968.7865,14.01528,71,2022,-734605.405
46.119124425,7.020590205555555,968.833,14.01556,71,2022,-734842.673
